GAME_ID,SEASON,SEASON_LABEL,GAME_TYPE,GAME_DATE,GAME_DATETIME,STATUS,HOME_TEAM_ID,HOME_TEAM_ABBREV,HOME_TEAM,AWAY_TEAM_ID,AWAY_TEAM_ABBREV,AWAY_TEAM,HOME_SCORE,AWAY_SCORE,VENUE,LAST_PERIOD_TYPE,SERIES_STATUS
2021020010,20212022,2021-22,2,2021-10-14,2021-10-14T23:00:00Z,OFF,13,FLA,Florida Panthers,5,PIT,Pittsburgh Penguins,5.0,4.0,FLA Live Arena,OT,
2021020011,20212022,2021-22,2,2021-10-14,2021-10-14T23:00:00Z,OFF,3,NYR,New York Rangers,25,DAL,Dallas Stars,2.0,3.0,Madison Square Garden,OT,
2021020012,20212022,2021-22,2,2021-10-14,2021-10-14T23:00:00Z,OFF,12,CAR,Carolina Hurricanes,2,NYI,New York Islanders,6.0,3.0,PNC Arena,REG,
2021020013,20212022,2021-22,2,2021-10-14,2021-10-14T23:00:00Z,OFF,29,CBJ,Columbus Blue Jackets,53,ARI,Arizona Coyotes,8.0,2.0,Nationwide Arena,REG,
2021020014,20212022,2021-22,2,2021-10-14,2021-10-15T00:00:00Z,OFF,18,NSH,Nashville Predators,55,SEA,Seattle Kraken,3.0,4.0,Bridgestone Arena,REG,
2021020016,20212022,2021-22,2,2021-10-14,2021-10-15T02:30:00Z,OFF,26,LAK,Los Angeles Kings,54,VGK,Vegas Golden Knights,6.0,2.0,STAPLES Center,REG,
2021020017,20212022,2021-22,2,2021-10-15,2021-10-15T23:00:00Z,OFF,1,NJD,New Jersey Devils,16,CHI,Chicago Blackhawks,4.0,3.0,Prudential Center,OT,
2021020018,20212022,2021-22,2,2021-10-15,2021-10-15T23:00:00Z,OFF,4,PHI,Philadelphia Flyers,23,VAN,Vancouver Canucks,4.0,5.0,Wells Fargo Center,SO,
2021020019,20212022,2021-22,2,2021-10-15,2021-10-16T02:00:00Z,OFF,24,ANA,Anaheim Ducks,30,MIN,Minnesota Wild,1.0,2.0,Honda Center,REG,
2021020020,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,6,BOS,Boston Bruins,25,DAL,Dallas Stars,3.0,1.0,TD Garden,REG,
2021020021,20212022,2021-22,2,2021-10-16,2021-10-16T17:00:00Z,OFF,7,BUF,Buffalo Sabres,53,ARI,Arizona Coyotes,2.0,1.0,KeyBank Center,SO,
2021020022,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,10,TOR,Toronto Maple Leafs,9,OTT,Ottawa Senators,3.0,1.0,Scotiabank Arena,REG,
2021020023,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,8,MTL,Montréal Canadiens,3,NYR,New York Rangers,1.0,3.0,Centre Bell,REG,
2021020024,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,17,DET,Detroit Red Wings,23,VAN,Vancouver Canucks,3.0,1.0,Little Caesars Arena,REG,
2021020025,20212022,2021-22,2,2021-10-16,2021-10-16T22:00:00Z,OFF,13,FLA,Florida Panthers,2,NYI,New York Islanders,5.0,1.0,FLA Live Arena,REG,
2021020026,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,16,CHI,Chicago Blackhawks,5.0,2.0,PPG Paints Arena,REG,
2021020027,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,15,WSH,Washington Capitals,14,TBL,Tampa Bay Lightning,1.0,2.0,Capital One Arena,OT,
2021020028,20212022,2021-22,2,2021-10-16,2021-10-16T23:00:00Z,OFF,29,CBJ,Columbus Blue Jackets,55,SEA,Seattle Kraken,2.0,1.0,Nationwide Arena,OT,
2021020029,20212022,2021-22,2,2021-10-16,2021-10-17T00:00:00Z,OFF,18,NSH,Nashville Predators,12,CAR,Carolina Hurricanes,2.0,3.0,Bridgestone Arena,REG,
2021020030,20212022,2021-22,2,2021-10-16,2021-10-17T01:00:00Z,OFF,21,COL,Colorado Avalanche,19,STL,St. Louis Blues,3.0,5.0,Ball Arena,REG,
2021020031,20212022,2021-22,2,2021-10-16,2021-10-17T02:00:00Z,OFF,22,EDM,Edmonton Oilers,20,CGY,Calgary Flames,5.0,2.0,Rogers Place,REG,
2021020032,20212022,2021-22,2,2021-10-16,2021-10-17T02:30:00Z,OFF,26,LAK,Los Angeles Kings,30,MIN,Minnesota Wild,2.0,3.0,STAPLES Center,REG,
2021020033,20212022,2021-22,2,2021-10-16,2021-10-17T02:00:00Z,OFF,28,SJS,San Jose Sharks,52,WPG,Winnipeg Jets,4.0,3.0,SAP Center at San Jose,REG,
2021020034,20212022,2021-22,2,2021-10-17,2021-10-17T21:00:00Z,OFF,9,OTT,Ottawa Senators,25,DAL,Dallas Stars,3.0,2.0,Canadian Tire Centre,REG,
2021020035,20212022,2021-22,2,2021-10-18,2021-10-18T23:00:00Z,OFF,10,TOR,Toronto Maple Leafs,3,NYR,New York Rangers,1.0,2.0,Scotiabank Arena,OT,
2021020036,20212022,2021-22,2,2021-10-18,2021-10-18T23:00:00Z,OFF,4,PHI,Philadelphia Flyers,55,SEA,Seattle Kraken,6.0,1.0,Wells Fargo Center,REG,
2021020037,20212022,2021-22,2,2021-10-18,2021-10-19T01:30:00Z,OFF,20,CGY,Calgary Flames,24,ANA,Anaheim Ducks,2.0,3.0,Scotiabank Saddledome,OT,
2021020038,20212022,2021-22,2,2021-10-18,2021-10-19T02:00:00Z,OFF,53,ARI,Arizona Coyotes,19,STL,St. Louis Blues,4.0,7.0,Gila River Arena,REG,
2021020039,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,7,BUF,Buffalo Sabres,23,VAN,Vancouver Canucks,5.0,2.0,KeyBank Center,REG,
2021020040,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,8,MTL,Montréal Canadiens,28,SJS,San Jose Sharks,0.0,5.0,Centre Bell,REG,
2021020041,20212022,2021-22,2,2021-10-19,2021-10-19T23:30:00Z,OFF,17,DET,Detroit Red Wings,29,CBJ,Columbus Blue Jackets,4.0,1.0,Little Caesars Arena,REG,
2021020042,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,14,TBL,Tampa Bay Lightning,13,FLA,Florida Panthers,1.0,4.0,Amalie Arena,REG,
2021020043,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,1,NJD,New Jersey Devils,55,SEA,Seattle Kraken,4.0,2.0,Prudential Center,REG,
2021020044,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,25,DAL,Dallas Stars,1.0,2.0,PPG Paints Arena,SO,
2021020045,20212022,2021-22,2,2021-10-19,2021-10-19T23:00:00Z,OFF,15,WSH,Washington Capitals,21,COL,Colorado Avalanche,6.0,3.0,Capital One Arena,REG,
2021020046,20212022,2021-22,2,2021-10-19,2021-10-20T00:00:00Z,OFF,16,CHI,Chicago Blackhawks,2,NYI,New York Islanders,1.0,4.0,United Center,REG,
2021020047,20212022,2021-22,2,2021-10-19,2021-10-20T00:00:00Z,OFF,18,NSH,Nashville Predators,26,LAK,Los Angeles Kings,2.0,1.0,Bridgestone Arena,REG,
2021020048,20212022,2021-22,2,2021-10-19,2021-10-20T00:00:00Z,OFF,30,MIN,Minnesota Wild,52,WPG,Winnipeg Jets,6.0,5.0,Xcel Energy Center,OT,
2021020049,20212022,2021-22,2,2021-10-19,2021-10-20T01:00:00Z,OFF,22,EDM,Edmonton Oilers,24,ANA,Anaheim Ducks,6.0,5.0,Rogers Place,REG,
2021020050,20212022,2021-22,2,2021-10-20,2021-10-20T23:30:00Z,OFF,4,PHI,Philadelphia Flyers,6,BOS,Boston Bruins,6.0,3.0,Wells Fargo Center,REG,
2021020051,20212022,2021-22,2,2021-10-20,2021-10-21T02:00:00Z,OFF,54,VGK,Vegas Golden Knights,19,STL,St. Louis Blues,1.0,3.0,T-Mobile Arena,REG,
2021020052,20212022,2021-22,2,2021-10-21,2021-10-21T23:00:00Z,OFF,8,MTL,Montréal Canadiens,12,CAR,Carolina Hurricanes,1.0,4.0,Centre Bell,REG,
2021020053,20212022,2021-22,2,2021-10-21,2021-10-21T23:00:00Z,OFF,9,OTT,Ottawa Senators,28,SJS,San Jose Sharks,1.0,2.0,Canadian Tire Centre,REG,
2021020054,20212022,2021-22,2,2021-10-21,2021-10-21T23:30:00Z,OFF,17,DET,Detroit Red Wings,20,CGY,Calgary Flames,0.0,3.0,Little Caesars Arena,REG,
2021020055,20212022,2021-22,2,2021-10-21,2021-10-21T23:00:00Z,OFF,13,FLA,Florida Panthers,21,COL,Colorado Avalanche,4.0,1.0,FLA Live Arena,REG,
2021020056,20212022,2021-22,2,2021-10-21,2021-10-21T23:00:00Z,OFF,1,NJD,New Jersey Devils,15,WSH,Washington Capitals,1.0,4.0,Prudential Center,REG,
2021020057,20212022,2021-22,2,2021-10-21,2021-10-21T23:00:00Z,OFF,29,CBJ,Columbus Blue Jackets,2,NYI,New York Islanders,3.0,2.0,Nationwide Arena,OT,
2021020058,20212022,2021-22,2,2021-10-21,2021-10-22T00:30:00Z,OFF,16,CHI,Chicago Blackhawks,23,VAN,Vancouver Canucks,1.0,4.0,United Center,REG,
2021020059,20212022,2021-22,2,2021-10-21,2021-10-22T00:00:00Z,OFF,18,NSH,Nashville Predators,3,NYR,New York Rangers,1.0,3.0,Bridgestone Arena,REG,
2021020060,20212022,2021-22,2,2021-10-21,2021-10-22T00:00:00Z,OFF,52,WPG,Winnipeg Jets,24,ANA,Anaheim Ducks,5.0,1.0,Canada Life Centre,REG,
2021020061,20212022,2021-22,2,2021-10-21,2021-10-22T02:00:00Z,OFF,53,ARI,Arizona Coyotes,22,EDM,Edmonton Oilers,1.0,5.0,Gila River Arena,REG,
2021020062,20212022,2021-22,2,2021-10-22,2021-10-22T23:00:00Z,OFF,7,BUF,Buffalo Sabres,6,BOS,Boston Bruins,1.0,4.0,KeyBank Center,REG,
2021020063,20212022,2021-22,2,2021-10-22,2021-10-22T22:00:00Z,OFF,10,TOR,Toronto Maple Leafs,28,SJS,San Jose Sharks,3.0,5.0,Scotiabank Arena,REG,
2021020064,20212022,2021-22,2,2021-10-22,2021-10-23T00:30:00Z,OFF,25,DAL,Dallas Stars,26,LAK,Los Angeles Kings,3.0,2.0,American Airlines Center,OT,
2021020065,20212022,2021-22,2,2021-10-22,2021-10-23T02:00:00Z,OFF,54,VGK,Vegas Golden Knights,22,EDM,Edmonton Oilers,3.0,5.0,T-Mobile Arena,REG,
2021020066,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,8,MTL,Montréal Canadiens,17,DET,Detroit Red Wings,6.0,1.0,Centre Bell,REG,
2021020067,20212022,2021-22,2,2021-10-23,2021-10-23T17:00:00Z,OFF,9,OTT,Ottawa Senators,3,NYR,New York Rangers,2.0,3.0,Canadian Tire Centre,REG,
2021020068,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,14,TBL,Tampa Bay Lightning,21,COL,Colorado Avalanche,3.0,4.0,Amalie Arena,SO,
2021020069,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,1,NJD,New Jersey Devils,7,BUF,Buffalo Sabres,2.0,1.0,Prudential Center,OT,
2021020070,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,4,PHI,Philadelphia Flyers,13,FLA,Florida Panthers,2.0,4.0,Wells Fargo Center,REG,
2021020071,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,10,TOR,Toronto Maple Leafs,7.0,1.0,PPG Paints Arena,REG,
2021020072,20212022,2021-22,2,2021-10-23,2021-10-23T17:00:00Z,OFF,15,WSH,Washington Capitals,20,CGY,Calgary Flames,3.0,4.0,Capital One Arena,OT,
2021020073,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,29,CBJ,Columbus Blue Jackets,12,CAR,Carolina Hurricanes,1.0,5.0,Nationwide Arena,REG,
2021020074,20212022,2021-22,2,2021-10-23,2021-10-24T00:00:00Z,OFF,19,STL,St. Louis Blues,26,LAK,Los Angeles Kings,7.0,3.0,Enterprise Center,REG,
2021020075,20212022,2021-22,2,2021-10-23,2021-10-23T22:00:00Z,OFF,30,MIN,Minnesota Wild,24,ANA,Anaheim Ducks,4.0,3.0,Xcel Energy Center,OT,
2021020076,20212022,2021-22,2,2021-10-23,2021-10-23T23:00:00Z,OFF,52,WPG,Winnipeg Jets,18,NSH,Nashville Predators,6.0,4.0,Canada Life Centre,REG,
2021020077,20212022,2021-22,2,2021-10-23,2021-10-24T01:00:00Z,OFF,53,ARI,Arizona Coyotes,2,NYI,New York Islanders,0.0,3.0,Gila River Arena,REG,
2021020078,20212022,2021-22,2,2021-10-23,2021-10-24T02:00:00Z,OFF,55,SEA,Seattle Kraken,23,VAN,Vancouver Canucks,2.0,4.0,Climate Pledge Arena,REG,
2021020079,20212022,2021-22,2,2021-10-24,2021-10-24T17:00:00Z,OFF,6,BOS,Boston Bruins,28,SJS,San Jose Sharks,4.0,3.0,TD Garden,REG,
2021020080,20212022,2021-22,2,2021-10-24,2021-10-24T23:00:00Z,OFF,16,CHI,Chicago Blackhawks,17,DET,Detroit Red Wings,3.0,6.0,United Center,REG,
2021020081,20212022,2021-22,2,2021-10-24,2021-10-24T22:00:00Z,OFF,30,MIN,Minnesota Wild,18,NSH,Nashville Predators,2.0,5.0,Xcel Energy Center,REG,
2021020082,20212022,2021-22,2,2021-10-24,2021-10-25T02:00:00Z,OFF,54,VGK,Vegas Golden Knights,2,NYI,New York Islanders,0.0,2.0,T-Mobile Arena,REG,
2021020083,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,7,BUF,Buffalo Sabres,14,TBL,Tampa Bay Lightning,5.0,1.0,KeyBank Center,REG,
2021020084,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,9,OTT,Ottawa Senators,15,WSH,Washington Capitals,5.0,7.0,Canadian Tire Centre,REG,
2021020085,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,13,FLA,Florida Panthers,53,ARI,Arizona Coyotes,5.0,3.0,FLA Live Arena,REG,
2021020086,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,3,NYR,New York Rangers,20,CGY,Calgary Flames,1.0,5.0,Madison Square Garden,REG,
2021020087,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,12,CAR,Carolina Hurricanes,10,TOR,Toronto Maple Leafs,4.0,1.0,PNC Arena,REG,
2021020088,20212022,2021-22,2,2021-10-25,2021-10-25T23:00:00Z,OFF,29,CBJ,Columbus Blue Jackets,25,DAL,Dallas Stars,4.0,1.0,Nationwide Arena,REG,
2021020089,20212022,2021-22,2,2021-10-25,2021-10-26T00:00:00Z,OFF,19,STL,St. Louis Blues,26,LAK,Los Angeles Kings,3.0,0.0,Enterprise Center,REG,
2021020090,20212022,2021-22,2,2021-10-26,2021-10-26T23:00:00Z,OFF,1,NJD,New Jersey Devils,20,CGY,Calgary Flames,3.0,5.0,Prudential Center,REG,
2021020091,20212022,2021-22,2,2021-10-26,2021-10-26T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,14,TBL,Tampa Bay Lightning,1.0,5.0,PPG Paints Arena,REG,
2021020092,20212022,2021-22,2,2021-10-26,2021-10-27T00:30:00Z,OFF,18,NSH,Nashville Predators,28,SJS,San Jose Sharks,3.0,1.0,Bridgestone Arena,REG,
2021020093,20212022,2021-22,2,2021-10-26,2021-10-27T00:00:00Z,OFF,21,COL,Colorado Avalanche,54,VGK,Vegas Golden Knights,1.0,3.0,Ball Arena,REG,
2021020094,20212022,2021-22,2,2021-10-26,2021-10-27T02:00:00Z,OFF,23,VAN,Vancouver Canucks,30,MIN,Minnesota Wild,2.0,3.0,Rogers Arena,REG,
2021020095,20212022,2021-22,2,2021-10-26,2021-10-27T02:00:00Z,OFF,24,ANA,Anaheim Ducks,52,WPG,Winnipeg Jets,3.0,4.0,Honda Center,REG,
2021020096,20212022,2021-22,2,2021-10-26,2021-10-27T02:00:00Z,OFF,55,SEA,Seattle Kraken,8,MTL,Montréal Canadiens,5.0,1.0,Climate Pledge Arena,REG,
2021020097,20212022,2021-22,2,2021-10-27,2021-10-27T23:00:00Z,OFF,13,FLA,Florida Panthers,6,BOS,Boston Bruins,4.0,1.0,FLA Live Arena,REG,
2021020098,20212022,2021-22,2,2021-10-27,2021-10-27T23:00:00Z,OFF,15,WSH,Washington Capitals,17,DET,Detroit Red Wings,2.0,3.0,Capital One Arena,OT,
2021020099,20212022,2021-22,2,2021-10-27,2021-10-27T23:30:00Z,OFF,16,CHI,Chicago Blackhawks,10,TOR,Toronto Maple Leafs,2.0,3.0,United Center,OT,
2021020100,20212022,2021-22,2,2021-10-27,2021-10-28T00:30:00Z,OFF,25,DAL,Dallas Stars,54,VGK,Vegas Golden Knights,2.0,3.0,American Airlines Center,OT,
2021020101,20212022,2021-22,2,2021-10-27,2021-10-28T02:00:00Z,OFF,22,EDM,Edmonton Oilers,4,PHI,Philadelphia Flyers,3.0,5.0,Rogers Place,REG,
2021020102,20212022,2021-22,2,2021-10-28,2021-10-28T23:00:00Z,OFF,14,TBL,Tampa Bay Lightning,53,ARI,Arizona Coyotes,5.0,1.0,Amalie Arena,REG,
2021020103,20212022,2021-22,2,2021-10-28,2021-10-28T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,20,CGY,Calgary Flames,0.0,4.0,PPG Paints Arena,REG,
2021020104,20212022,2021-22,2,2021-10-28,2021-10-28T23:00:00Z,OFF,12,CAR,Carolina Hurricanes,6,BOS,Boston Bruins,3.0,0.0,PNC Arena,REG,
2021020105,20212022,2021-22,2,2021-10-28,2021-10-29T00:00:00Z,OFF,19,STL,St. Louis Blues,21,COL,Colorado Avalanche,3.0,4.0,Enterprise Center,REG,
2021020106,20212022,2021-22,2,2021-10-28,2021-10-29T02:00:00Z,OFF,23,VAN,Vancouver Canucks,4,PHI,Philadelphia Flyers,1.0,2.0,Rogers Arena,REG,
2021020107,20212022,2021-22,2,2021-10-28,2021-10-29T02:00:00Z,OFF,24,ANA,Anaheim Ducks,7,BUF,Buffalo Sabres,3.0,4.0,Honda Center,OT,
2021020108,20212022,2021-22,2,2021-10-28,2021-10-29T02:30:00Z,OFF,26,LAK,Los Angeles Kings,52,WPG,Winnipeg Jets,2.0,3.0,STAPLES Center,REG,
2021020109,20212022,2021-22,2,2021-10-28,2021-10-29T02:30:00Z,OFF,28,SJS,San Jose Sharks,8,MTL,Montréal Canadiens,0.0,4.0,SAP Center at San Jose,REG,
2021020110,20212022,2021-22,2,2021-10-28,2021-10-29T02:00:00Z,OFF,55,SEA,Seattle Kraken,30,MIN,Minnesota Wild,4.0,1.0,Climate Pledge Arena,REG,
2021020111,20212022,2021-22,2,2021-10-29,2021-10-29T23:00:00Z,OFF,17,DET,Detroit Red Wings,13,FLA,Florida Panthers,2.0,3.0,Little Caesars Arena,OT,
2021020112,20212022,2021-22,2,2021-10-29,2021-10-29T23:00:00Z,OFF,3,NYR,New York Rangers,29,CBJ,Columbus Blue Jackets,4.0,0.0,Madison Square Garden,REG,
2021020113,20212022,2021-22,2,2021-10-29,2021-10-29T23:00:00Z,OFF,15,WSH,Washington Capitals,53,ARI,Arizona Coyotes,2.0,0.0,Capital One Arena,REG,
2021020114,20212022,2021-22,2,2021-10-29,2021-10-29T23:00:00Z,OFF,12,CAR,Carolina Hurricanes,16,CHI,Chicago Blackhawks,6.0,3.0,PNC Arena,REG,
2021020115,20212022,2021-22,2,2021-10-29,2021-10-30T00:30:00Z,OFF,25,DAL,Dallas Stars,9,OTT,Ottawa Senators,1.0,4.0,American Airlines Center,REG,
2021020116,20212022,2021-22,2,2021-10-29,2021-10-30T00:00:00Z,OFF,54,VGK,Vegas Golden Knights,24,ANA,Anaheim Ducks,5.0,4.0,T-Mobile Arena,SO,
2021020117,20212022,2021-22,2,2021-10-30,2021-10-30T23:00:00Z,OFF,6,BOS,Boston Bruins,13,FLA,Florida Panthers,3.0,2.0,TD Garden,SO,
2021020118,20212022,2021-22,2,2021-10-30,2021-10-30T23:00:00Z,OFF,10,TOR,Toronto Maple Leafs,17,DET,Detroit Red Wings,5.0,4.0,Scotiabank Arena,REG,
2021020119,20212022,2021-22,2,2021-10-30,2021-10-30T23:00:00Z,OFF,5,PIT,Pittsburgh Penguins,1,NJD,New Jersey Devils,2.0,4.0,PPG Paints Arena,REG,
2021020120,20212022,2021-22,2,2021-10-30,2021-10-31T00:00:00Z,OFF,19,STL,St. Louis Blues,16,CHI,Chicago Blackhawks,1.0,0.0,Enterprise Center,REG,
2021020121,20212022,2021-22,2,2021-10-30,2021-10-30T17:30:00Z,OFF,18,NSH,Nashville Predators,2,NYI,New York Islanders,3.0,2.0,Bridgestone Arena,SO,
2021020122,20212022,2021-22,2,2021-10-30,2021-10-31T01:00:00Z,OFF,21,COL,Colorado Avalanche,30,MIN,Minnesota Wild,4.0,1.0,Ball Arena,REG,
2021020123,20212022,2021-22,2,2021-10-30,2021-10-31T02:00:00Z,OFF,20,CGY,Calgary Flames,4,PHI,Philadelphia Flyers,4.0,0.0,Scotiabank Saddledome,REG,
2021020124,20212022,2021-22,2,2021-10-30,2021-10-31T02:00:00Z,OFF,23,VAN,Vancouver Canucks,22,EDM,Edmonton Oilers,1.0,2.0,Rogers Arena,REG,
2021020125,20212022,2021-22,2,2021-10-30,2021-10-30T20:00:00Z,OFF,26,LAK,Los Angeles Kings,8,MTL,Montréal Canadiens,5.0,2.0,STAPLES Center,REG,
2021020126,20212022,2021-22,2,2021-10-30,2021-10-30T23:00:00Z,OFF,28,SJS,San Jose Sharks,52,WPG,Winnipeg Jets,2.0,1.0,SAP Center at San Jose,OT,
2021020127,20212022,2021-22,2,2021-10-31,2021-10-31T21:00:00Z,OFF,1,NJD,New Jersey Devils,29,CBJ,Columbus Blue Jackets,3.0,4.0,Prudential Center,SO,
2021020128,20212022,2021-22,2,2021-10-31,2021-10-31T17:00:00Z,OFF,12,CAR,Carolina Hurricanes,53,ARI,Arizona Coyotes,2.0,1.0,PNC Arena,REG,
2021020129,20212022,2021-22,2,2021-10-31,2021-10-31T20:00:00Z,OFF,24,ANA,Anaheim Ducks,8,MTL,Montréal Canadiens,4.0,2.0,Honda Center,REG,
2021020130,20212022,2021-22,2,2021-10-31,2021-10-31T20:00:00Z,OFF,26,LAK,Los Angeles Kings,7,BUF,Buffalo Sabres,3.0,2.0,STAPLES Center,REG,
2021020131,20212022,2021-22,2,2021-10-31,2021-11-01T01:00:00Z,OFF,55,SEA,Seattle Kraken,3,NYR,New York Rangers,1.0,3.0,Climate Pledge Arena,REG,
2021020132,20212022,2021-22,2,2021-11-01,2021-11-01T23:00:00Z,OFF,14,TBL,Tampa Bay Lightning,15,WSH,Washington Capitals,3.0,2.0,Amalie Arena,REG,
2021020133,20212022,2021-22,2,2021-11-01,2021-11-02T00:00:00Z,OFF,16,CHI,Chicago Blackhawks,9,OTT,Ottawa Senators,5.0,1.0,United Center,REG,
2021020134,20212022,2021-22,2,2021-11-01,2021-11-02T01:30:00Z,OFF,22,EDM,Edmonton Oilers,55,SEA,Seattle Kraken,5.0,2.0,Rogers Place,REG,
2021020135,20212022,2021-22,2,2021-11-02,2021-11-02T23:00:00Z,OFF,10,TOR,Toronto Maple Leafs,54,VGK,Vegas Golden Knights,4.0,0.0,Scotiabank Arena,REG,
2021020136,20212022,2021-22,2,2021-11-02,2021-11-02T23:00:00Z,OFF,8,MTL,Montréal Canadiens,17,DET,Detroit Red Wings,3.0,0.0,Centre Bell,REG,
2021020137,20212022,2021-22,2,2021-11-02,2021-11-02T23:00:00Z,OFF,4,PHI,Philadelphia Flyers,53,ARI,Arizona Coyotes,3.0,0.0,Wells Fargo Center,REG,
2021020138,20212022,2021-22,2,2021-11-02,2021-11-03T00:00:00Z,OFF,30,MIN,Minnesota Wild,9,OTT,Ottawa Senators,5.0,4.0,Xcel Energy Center,OT,
2021020139,20212022,2021-22,2,2021-11-02,2021-11-03T00:00:00Z,OFF,52,WPG,Winnipeg Jets,25,DAL,Dallas Stars,4.0,3.0,Canada Life Centre,SO,
2021020140,20212022,2021-22,2,2021-11-02,2021-11-03T01:00:00Z,OFF,20,CGY,Calgary Flames,18,NSH,Nashville Predators,2.0,3.0,Scotiabank Saddledome,OT,
2021020141,20212022,2021-22,2,2021-11-02,2021-11-03T02:00:00Z,OFF,23,VAN,Vancouver Canucks,3,NYR,New York Rangers,3.0,2.0,Rogers Arena,OT,
2021020142,20212022,2021-22,2,2021-11-02,2021-11-03T02:00:00Z,OFF,24,ANA,Anaheim Ducks,1,NJD,New Jersey Devils,4.0,0.0,Honda Center,REG,
2021020143,20212022,2021-22,2,2021-11-02,2021-11-03T02:30:00Z,OFF,28,SJS,San Jose Sharks,7,BUF,Buffalo Sabres,5.0,3.0,SAP Center at San Jose,REG,
2021020144,20212022,2021-22,2,2021-11-03,2021-11-04T00:30:00Z,OFF,16,CHI,Chicago Blackhawks,12,CAR,Carolina Hurricanes,3.0,4.0,United Center,REG,
2021020145,20212022,2021-22,2,2021-11-03,2021-11-04T01:00:00Z,OFF,21,COL,Colorado Avalanche,29,CBJ,Columbus Blue Jackets,4.0,5.0,Ball Arena,OT,
